,F,T,Date,Year,Month,Day,IntervalDays
12266,kokuryu,benjesuit,"Jun 29, 2007",2007,6,29,179
12267,kokuryu,lordshipmayhem,"Jun 29, 2007",2007,6,29,179
12268,kokuryu,nkmhutirv,"Jun 29, 2007",2007,6,29,179
12269,kokuryu,jmxz,"Jun 29, 2007",2007,6,29,179
12270,kokuryu,alfadaemon,"Jun 29, 2007",2007,6,29,179
12271,kokuryu,wyleyr,"Jun 29, 2007",2007,6,29,179
12272,kokuryu,defrex,"Jun 29, 2007",2007,6,29,179
12273,kokuryu,drew08867,"Jun 29, 2007",2007,6,29,179
12274,kokuryu,johnpro,"Jun 29, 2007",2007,6,29,179
12275,kokuryu,drew08867,"Jun 29, 2007",2007,6,29,179
12276,kokuryu,drew08867,"Jun 29, 2007",2007,6,29,179
12277,chromatic,ootleman,"May 12, 2009",2009,5,12,862
12278,chromatic,1234567a,"May 12, 2009",2009,5,12,862
12279,chromatic,winoffice,"May 12, 2009",2009,5,12,862
12280,chromatic,winekfam,"May 12, 2009",2009,5,12,862
12281,chromatic,ccpljat,"May 12, 2009",2009,5,12,862
12282,chromatic,trentv85050,"May 12, 2009",2009,5,12,862
12283,chromatic,ccpljat,"May 12, 2009",2009,5,12,862
12284,chromatic,diosjenin,"May 12, 2009",2009,5,12,862
12285,chromatic,contrast123,"May 12, 2009",2009,5,12,862
12286,chromatic,chipzero,"May 12, 2009",2009,5,12,862
12287,chromatic,winoffice,"May 12, 2009",2009,5,12,862
12288,chromatic,ninjagecko,"May 12, 2009",2009,5,12,862
12289,chromatic,ccpljat,"May 12, 2009",2009,5,12,862
12290,chromatic,ubon,"May 12, 2009",2009,5,12,862
12291,chromatic,iljas,"May 12, 2009",2009,5,12,862
12292,chromatic,winoffice,"May 12, 2009",2009,5,12,862
12293,chromatic,hyp36rmax,"May 12, 2009",2009,5,12,862
12294,chromatic,kennadyj,"May 12, 2009",2009,5,12,862
12295,chromatic,dmcconnell124,"May 12, 2009",2009,5,12,862
12296,ewalk153,datawolf,"Oct 7, 2008",2008,10,7,645
12297,ewalk153,aysiu,"Oct 8, 2008",2008,10,8,646
12298,ewalk153,matillma,"Oct 9, 2008",2008,10,9,647
12299,ewalk153,gregconquest,"Oct 9, 2008",2008,10,9,647
12300,ewalk153,helmecj01,"Oct 12, 2008",2008,10,12,650
12301,ewalk153,netjens,"Oct 13, 2008",2008,10,13,651
12302,ewalk153,redraiderbum,"Oct 15, 2008",2008,10,15,653
12303,ewalk153,zonfor,"Oct 15, 2008",2008,10,15,653
12304,ewalk153,steveg_va,"Oct 15, 2008",2008,10,15,653
12305,ewalk153,winoffice,"Oct 22, 2008",2008,10,22,660
12306,ewalk153,haloman,"Oct 22, 2008",2008,10,22,660
12307,ewalk153,jamesc,"Nov 1, 2008",2008,11,1,670
12308,ewalk153,feranick,"Nov 1, 2008",2008,11,1,670
12309,ewalk153,y_eilom,"Dec 9, 2008",2008,12,9,708
12310,ewalk153,betmen234,"Dec 9, 2008",2008,12,9,708
12311,ewalk153,JimRobertV,"Dec 9, 2008",2008,12,9,708
12312,ewalk153,2000GMAN2000,"Dec 9, 2008",2008,12,9,708
12313,ewalk153,nerach,"Dec 9, 2008",2008,12,9,708
12314,ewalk153,iamnotjamesh,"Dec 9, 2008",2008,12,9,708
12315,brokencrystal,wkornewald,"Sep 17, 2008",2008,9,17,625
12316,brokencrystal,mark13,"Sep 17, 2008",2008,9,17,625
12317,brokencrystal,av303,"Sep 12, 2008",2008,9,12,620
12318,brokencrystal,dbmuse,"Sep 12, 2008",2008,9,12,620
12319,brokencrystal,darkost,"Sep 12, 2008",2008,9,12,620
12320,brokencrystal,adam_biz,"Sep 12, 2008",2008,9,12,620
12321,brokencrystal,johnbob2dozen,"Sep 12, 2008",2008,9,12,620
12322,brokencrystal,nfeav,"Sep 12, 2008",2008,9,12,620
12323,brokencrystal,flynnk,"Sep 12, 2008",2008,9,12,620
12324,brokencrystal,clocks,"Sep 13, 2008",2008,9,13,621
12325,brokencrystal,gattomorbido,"Sep 13, 2008",2008,9,13,621
12326,brokencrystal,chrish,"Sep 17, 2008",2008,9,17,625
12327,brokencrystal,eivuwan,"Sep 19, 2008",2008,9,19,627
12328,brokencrystal,ogrex,"Sep 30, 2008",2008,9,30,638
12329,brokencrystal,stormrider451,"Sep 29, 2008",2008,9,29,637
12330,brokencrystal,green32,"Sep 30, 2008",2008,9,30,638
12331,brokencrystal,jmxz,"Sep 30, 2008",2008,9,30,638
12332,av303,mwmtjm,"Feb 22, 2007",2007,2,22,52
12333,av303,adrian,"Mar 15, 2007",2007,3,15,73
12334,av303,ootleman,"Feb 22, 2007",2007,2,22,52
12335,av303,gordonbrown77,"Mar 15, 2007",2007,3,15,73
12336,av303,dhart,"Feb 22, 2007",2007,2,22,52
12337,av303,pawprintz,"Feb 22, 2007",2007,2,22,52
12338,av303,pchris,"Mar 15, 2007",2007,3,15,73
12339,av303,agreer,"Feb 22, 2007",2007,2,22,52
12340,av303,dhart,"Feb 22, 2007",2007,2,22,52
12341,av303,ntaylor0909,"Mar 15, 2007",2007,3,15,73
12342,av303,robinjfisher,"Feb 22, 2007",2007,2,22,52
12343,av303,chiuchu,"Feb 22, 2007",2007,2,22,52
12344,av303,gergnz,"Mar 15, 2007",2007,3,15,73
12345,av303,yesmathew,"Mar 15, 2007",2007,3,15,73
12346,av303,happymaster23,"Aug 25, 2008",2008,8,25,602
12347,av303,charliekaufman,"Aug 25, 2008",2008,8,25,602
12348,av303,ubon,"Sep 5, 2008",2008,9,5,613
12349,chipzero,ntaylor0909,"Apr 20, 2008",2008,4,20,475
12350,chipzero,klaymen,"Jul 12, 2008",2008,7,12,558
12351,chipzero,painterhenry,"Jun 8, 2008",2008,6,8,524
12352,chipzero,migizi,"Jun 4, 2008",2008,6,4,520
12353,chipzero,rajeevbhatta,"Apr 18, 2008",2008,4,18,473
12354,chipzero,mcfazeli,"Apr 14, 2008",2008,4,14,469
12355,chipzero,avnanda,"Jun 4, 2008",2008,6,4,520
12356,chipzero,jmxz,"Apr 14, 2008",2008,4,14,469
12357,chipzero,gear,"Apr 21, 2008",2008,4,21,476
12358,chipzero,ccpljat,"Jun 3, 2008",2008,6,3,519
12359,chipzero,mostlyharmless22,"Jun 4, 2008",2008,6,4,520
12360,chipzero,whitefrost,"Jun 3, 2008",2008,6,3,519
12361,chipzero,falbert,"Jun 3, 2008",2008,6,3,519
12362,chipzero,jervis961,"Jun 3, 2008",2008,6,3,519
12363,chipzero,aikiwolfie,"Jun 3, 2008",2008,6,3,519
12364,chipzero,thattallguy,"Jun 4, 2008",2008,6,4,520
12365,chipzero,pepejose,"Jun 5, 2008",2008,6,5,521
12366,chipzero,jaws4096,"Jun 8, 2008",2008,6,8,524
12367,chipzero,jervis961,"Jul 12, 2008",2008,7,12,558
12368,jsglazer,rarmasu,"May 12, 2009",2009,5,12,862
12369,jsglazer,jervis961,"May 12, 2009",2009,5,12,862
12370,jsglazer,badblood,"May 12, 2009",2009,5,12,862
12371,jsglazer,badblood,"May 12, 2009",2009,5,12,862
12372,jsglazer,iamnotjamesh,"May 12, 2009",2009,5,12,862
12373,jsglazer,timmeruk,"May 12, 2009",2009,5,12,862
12374,Birdman8232,bobetsue,"May 12, 2009",2009,5,12,862
12375,Birdman8232,rarmasu,"May 12, 2009",2009,5,12,862
12376,Birdman8232,22cactus22,"May 12, 2009",2009,5,12,862
12377,pmisner,dhart,"Mar 3, 2009",2009,3,3,792
12378,pmisner,rr,"Mar 3, 2009",2009,3,3,792
12379,CenTexKev,agreer,"May 3, 2009",2009,5,3,853
12380,CenTexKev,gergnz,"Dec 1, 2008",2008,12,1,700
12381,CenTexKev,bobetsue,"Dec 1, 2008",2008,12,1,700
12382,CenTexKev,tingo,"Dec 1, 2008",2008,12,1,700
12383,CenTexKev,klaymen,"Dec 1, 2008",2008,12,1,700
12384,CenTexKev,rajeevbhatta,"Dec 1, 2008",2008,12,1,700
12385,CenTexKev,mrlinux11,"Sep 2, 2009",2009,9,2,975
12386,CenTexKev,jervis961,"Dec 1, 2008",2008,12,1,700
12387,CenTexKev,badblood,"Dec 1, 2008",2008,12,1,700
12388,CenTexKev,tonyb2006,"Dec 1, 2008",2008,12,1,700
12389,CenTexKev,mencargo,"Dec 1, 2008",2008,12,1,700
12390,CenTexKev,QuiquePR,"Dec 1, 2008",2008,12,1,700
12391,CenTexKev,jhill25570,"Dec 1, 2008",2008,12,1,700
12392,CenTexKev,feranick,"Dec 1, 2008",2008,12,1,700
12393,CenTexKev,CW3,"May 3, 2009",2009,5,3,853
12394,CenTexKev,dhoff,"May 3, 2009",2009,5,3,853
12395,CenTexKev,y_eilom,"Sep 2, 2009",2009,9,2,975
12396,steve.au,fcnc05,"Dec 26, 2007",2007,12,26,359
12397,steve.au,gcreese,"Dec 26, 2007",2007,12,26,359
12398,steve.au,agreer,"Nov 26, 2007",2007,11,26,329
12399,steve.au,klaymen,"Dec 26, 2007",2007,12,26,359
12400,steve.au,jorge,"Nov 26, 2007",2007,11,26,329
12401,steve.au,cosh,"Oct 19, 2007",2007,10,19,291
12402,steve.au,phubert,"Dec 26, 2007",2007,12,26,359
12403,steve.au,jervis961,"Oct 19, 2007",2007,10,19,291
12404,steve.au,krasmussen,"Oct 19, 2007",2007,10,19,291
12405,steve.au,ninefoot3,"Oct 19, 2007",2007,10,19,291
12406,steve.au,r.pelzer,"May 20, 2008",2008,5,20,505
12407,steve.au,visiocloud,"Dec 17, 2007",2007,12,17,350
12408,steve.au,coachcg,"Nov 17, 2008",2008,11,17,686
12409,steve.au,xivulon,"Dec 26, 2007",2007,12,26,359
12410,steve.au,gregy,"Dec 17, 2007",2007,12,17,350
12411,steve.au,fxmulder,"Dec 17, 2007",2007,12,17,350
12412,steve.au,siger,"May 20, 2008",2008,5,20,505
12413,steve.au,falbert,"May 29, 2008",2008,5,29,514
12414,jjl1973,foxx,"Jan 3, 2008",2008,1,3,367
12415,jjl1973,drew08867,"Jan 8, 2008",2008,1,8,372
12416,jjl1973,tolkan,"Dec 25, 2007",2007,12,25,358
12417,jjl1973,michael.hoedl,"Dec 25, 2007",2007,12,25,358
12418,jjl1973,tknisley,"Dec 25, 2007",2007,12,25,358
12419,jjl1973,realskript,"Dec 24, 2007",2007,12,24,357
12420,jjl1973,okfourme,"Dec 25, 2007",2007,12,25,358
12421,jjl1973,sentron,"Dec 25, 2007",2007,12,25,358
12422,jjl1973,bryan14c,"Dec 25, 2007",2007,12,25,358
12423,jjl1973,aaronpau,"Jan 1, 2008",2008,1,1,365
12424,jjl1973,bryan14c,"Dec 30, 2007",2007,12,30,363
12425,jjl1973,bryan14c,"Jan 11, 2008",2008,1,11,375
12426,mstauff,ootleman,"Jul 8, 2007",2007,7,8,188
12427,mstauff,davew,"Jul 8, 2007",2007,7,8,188
12428,mstauff,robinjfisher,"Jul 8, 2007",2007,7,8,188
12429,mstauff,winoffice,"Jul 8, 2007",2007,7,8,188
12430,mstauff,reg,"Jul 8, 2007",2007,7,8,188
12431,mstauff,ipaw,"Jul 8, 2007",2007,7,8,188
12432,rob,tolkan,"Jul 10, 2007",2007,7,10,190
12433,madmaisa13,ootleman,"Jul 16, 2007",2007,7,16,196
12434,madmaisa13,foxx,"Jul 16, 2007",2007,7,16,196
12435,madmaisa13,dhart,"Jul 16, 2007",2007,7,16,196
12436,madmaisa13,robinjfisher,"Jul 16, 2007",2007,7,16,196
12437,madmaisa13,andrewmilnermobile,"Jul 16, 2007",2007,7,16,196
12438,madmaisa13,winoffice,"Jul 16, 2007",2007,7,16,196
12439,madmaisa13,badblood,"Jul 16, 2007",2007,7,16,196
12440,madmaisa13,jorge,"Jul 16, 2007",2007,7,16,196
12441,madmaisa13,badblood,"Jul 16, 2007",2007,7,16,196
12442,madmaisa13,lizblake,"Jul 16, 2007",2007,7,16,196
12443,madmaisa13,benjesuit,"Jul 16, 2007",2007,7,16,196
12444,madmaisa13,benjesuit,"Jul 16, 2007",2007,7,16,196
12445,madmaisa13,technikal,"Jul 16, 2007",2007,7,16,196
12446,madmaisa13,hephaestus,"Jul 16, 2007",2007,7,16,196
12447,madmaisa13,jmxz,"Jul 16, 2007",2007,7,16,196
12448,madmaisa13,jewishnose14,"Jul 16, 2007",2007,7,16,196
12449,madmaisa13,kevintrooper,"Jul 16, 2007",2007,7,16,196
12450,madmaisa13,googideas,"Jul 16, 2007",2007,7,16,196
12451,madmaisa13,davidtse916,"Jul 16, 2007",2007,7,16,196
12452,madmaisa13,badblood,"Jul 16, 2007",2007,7,16,196
12453,tolkan,madmaisa13,"Jul 16, 2007",2007,7,16,196
12454,tolkan,yardsale,"Jul 18, 2007",2007,7,18,198
12455,tolkan,jorge,"Jul 18, 2007",2007,7,18,198
12456,tolkan,ptcase,"Jul 18, 2007",2007,7,18,198
12457,tolkan,morme,"Jul 18, 2007",2007,7,18,198
12458,tolkan,jmxz,"Jul 18, 2007",2007,7,18,198
12459,tolkan,brucek,"Jul 18, 2007",2007,7,18,198
12460,tolkan,pbaco,"Jul 19, 2007",2007,7,19,199
12461,tolkan,killerbox,"Jul 19, 2007",2007,7,19,199
12462,tolkan,myself,"Jul 19, 2007",2007,7,19,199
12463,tolkan,kaiju,"Jul 19, 2007",2007,7,19,199
12464,tolkan,impulse,"Jul 19, 2007",2007,7,19,199
12465,tolkan,jmxz,"Jul 19, 2007",2007,7,19,199
12466,tolkan,tekhawk,"Jul 19, 2007",2007,7,19,199
12467,tolkan,jose_gtza,"Jul 19, 2007",2007,7,19,199
12468,tolkan,siger,"Jul 19, 2007",2007,7,19,199
12469,tolkan,siger,"Jul 19, 2007",2007,7,19,199
12470,tolkan,majortom1981,"Jul 19, 2007",2007,7,19,199
12471,tolkan,cybercheryl,"Jul 19, 2007",2007,7,19,199
12472,millerf,ergo,"Jul 3, 2007",2007,7,3,183
12473,millerf,thebittersea,"Jun 26, 2007",2007,6,26,176
12474,jtanwanteng,liurical,"Feb 17, 2007",2007,2,17,47
12475,jtanwanteng,lilredfoxie,"Feb 17, 2007",2007,2,17,47
12476,jtanwanteng,mrviceman,"Feb 17, 2007",2007,2,17,47
12477,jtanwanteng,pdonket,"Feb 17, 2007",2007,2,17,47
12478,jtanwanteng,amri64,"Feb 17, 2007",2007,2,17,47
12479,jtanwanteng,gautam,"Feb 17, 2007",2007,2,17,47
12480,jtanwanteng,usapatriot,"Feb 17, 2007",2007,2,17,47
12481,jtanwanteng,arry,"Feb 17, 2007",2007,2,17,47
12482,jtanwanteng,jervis961,"Feb 17, 2007",2007,2,17,47
12483,jtanwanteng,kjano,"Sep 11, 2007",2007,9,11,253
12484,jtanwanteng,realskript,"Sep 11, 2007",2007,9,11,253
12485,jtanwanteng,mike2912,"Sep 19, 2007",2007,9,19,261
12486,jtanwanteng,helmecj01,"Mar 2, 2008",2008,3,2,426
12487,jtanwanteng,bryan14c,"Mar 2, 2008",2008,3,2,426
12488,jtanwanteng,q0987,"Mar 2, 2008",2008,3,2,426
12489,jtanwanteng,helmecj01,"Jun 24, 2008",2008,6,24,540
12490,khalbrae,mwmtjm,"Jul 31, 2007",2007,7,31,211
12491,khalbrae,pwalker,"Apr 13, 2007",2007,4,13,102
12492,khalbrae,gautam,"Apr 13, 2007",2007,4,13,102
12493,khalbrae,lilredfoxie,"Sep 19, 2007",2007,9,19,261
12494,khalbrae,usapatriot,"Apr 13, 2007",2007,4,13,102
12495,khalbrae,jervis961,"Apr 13, 2007",2007,4,13,102
12496,khalbrae,lektronimo,"Apr 13, 2007",2007,4,13,102
12497,khalbrae,denny74,"Apr 13, 2007",2007,4,13,102
12498,khalbrae,donutfinn,"Apr 13, 2007",2007,4,13,102
12499,khalbrae,johnyaus,"Apr 13, 2007",2007,4,13,102
12500,khalbrae,ergo,"Sep 12, 2007",2007,9,12,254
12501,khalbrae,jmxz,"Sep 12, 2007",2007,9,12,254
12502,khalbrae,reg,"Sep 19, 2007",2007,9,19,261
12503,khalbrae,rajeevbhatta,"Sep 12, 2007",2007,9,12,254
12504,khalbrae,markvs624,"Jul 31, 2007",2007,7,31,211
12505,khalbrae,markvs624,"Jul 31, 2007",2007,7,31,211
12506,khalbrae,markvs624,"Jul 31, 2007",2007,7,31,211
12507,khalbrae,warp10,"Sep 12, 2007",2007,9,12,254
12508,khalbrae,kwifler,"Sep 12, 2007",2007,9,12,254
12509,michael.hoedl,lilredfoxie,"Jul 11, 2007",2007,7,11,191
12510,michael.hoedl,ergo,"Jul 11, 2007",2007,7,11,191
12511,michael.hoedl,c4smok,"Jul 11, 2007",2007,7,11,191
12512,michael.hoedl,3dvirus,"Jul 11, 2007",2007,7,11,191
12513,michael.hoedl,jewishnose14,"Jul 11, 2007",2007,7,11,191
12514,michael.hoedl,millerf,"Jul 11, 2007",2007,7,11,191
12515,michael.hoedl,tri,"Jul 11, 2007",2007,7,11,191
12516,michael.hoedl,mugunth,"Jul 11, 2007",2007,7,11,191
12517,michael.hoedl,hephaestus,"Jul 11, 2007",2007,7,11,191
12518,michael.hoedl,hephaestus,"Jul 11, 2007",2007,7,11,191
12519,michael.hoedl,hephaestus,"Jul 11, 2007",2007,7,11,191
12520,michael.hoedl,markvs624,"Jul 11, 2007",2007,7,11,191
12521,michael.hoedl,tolkan,"Jul 11, 2007",2007,7,11,191
12522,michael.hoedl,macavity,"Jul 11, 2007",2007,7,11,191
12523,michael.hoedl,mcfazeli,"Jul 11, 2007",2007,7,11,191
12524,michael.hoedl,rethamel07,"Jul 11, 2007",2007,7,11,191
12525,michael.hoedl,nardzro,"Jul 11, 2007",2007,7,11,191
12526,servetus,error,"Feb 21, 2007",2007,2,21,51
12527,servetus,notquitehere188,"Feb 22, 2007",2007,2,22,52
12528,error,bobetsue,"Jun 29, 2008",2008,6,29,545
12529,error,rarmasu,"Feb 10, 2008",2008,2,10,405
12530,error,klaymen,"Feb 10, 2008",2008,2,10,405
12531,error,joffe100,"Jun 22, 2008",2008,6,22,538
12532,error,reg,"Feb 15, 2008",2008,2,15,410
12533,error,codemonkeyx,"Jun 22, 2008",2008,6,22,538
12534,error,badblood,"Feb 11, 2008",2008,2,11,406
12535,error,ojisan,"Feb 15, 2008",2008,2,15,410
12536,error,jervis961,"Feb 16, 2008",2008,2,16,411
12537,error,zanlok,"Jul 14, 2008",2008,7,14,560
12538,error,fahdriyami,"Jun 29, 2008",2008,6,29,545
12539,error,hanlya,"Jun 29, 2008",2008,6,29,545
12540,error,dki,"Jun 29, 2008",2008,6,29,545
12541,error,helmecj01,"Jun 29, 2008",2008,6,29,545
12542,error,couldntgetaname,"Jun 22, 2008",2008,6,22,538
12543,error,pwl2706,"Jul 14, 2008",2008,7,14,560
12544,error,aikiwolfie,"Jul 14, 2008",2008,7,14,560
12545,error,aliii,"Aug 25, 2008",2008,8,25,602
12546,error,arhere,"Aug 25, 2008",2008,8,25,602
12547,error,winoffice,"Jun 22, 2008",2008,6,22,538
12548,plesaleza,davew,"Jun 13, 2007",2007,6,13,163
12549,plesaleza,compujterguy,"Jun 13, 2007",2007,6,13,163
12550,plesaleza,person8012,"Jun 13, 2007",2007,6,13,163
12551,plesaleza,dragonfly1627,"Jun 13, 2007",2007,6,13,163
12552,plesaleza,jorge,"Jun 13, 2007",2007,6,13,163
12553,plesaleza,benjesuit,"Jun 13, 2007",2007,6,13,163
12554,plesaleza,bluefoxicy,"Jun 13, 2007",2007,6,13,163
12555,plesaleza,lordshipmayhem,"Jun 13, 2007",2007,6,13,163
12556,plesaleza,mherberii,"Jun 13, 2007",2007,6,13,163
12557,plesaleza,madhukarcg,"Jun 13, 2007",2007,6,13,163
12558,plesaleza,luckyleo819,"Jun 13, 2007",2007,6,13,163
12559,plesaleza,jmxz,"Jun 13, 2007",2007,6,13,163
12560,plesaleza,badblood,"Jun 13, 2007",2007,6,13,163
12561,plesaleza,jorge,"Jun 13, 2007",2007,6,13,163
12562,plesaleza,jonsmirl,"Jun 13, 2007",2007,6,13,163
12563,plesaleza,tnpcrepair,"Jun 13, 2007",2007,6,13,163
12564,plesaleza,cirkustanz,"Jun 13, 2007",2007,6,13,163
12565,plesaleza,mistern,"Jun 13, 2007",2007,6,13,163
12566,plesaleza,reg,"Jun 13, 2007",2007,6,13,163
12567,plesaleza,phubert,"Jun 13, 2007",2007,6,13,163
12568,zmaz,logi,"May 7, 2007",2007,5,7,126
12569,zmaz,gordonbrown77,"May 7, 2007",2007,5,7,126
12570,zmaz,googideas,"May 7, 2007",2007,5,7,126
12571,zmaz,jbrogers,"May 7, 2007",2007,5,7,126
12572,zmaz,dhart,"May 7, 2007",2007,5,7,126
12573,zmaz,uklathemock,"May 7, 2007",2007,5,7,126
12574,zmaz,doomlord52,"May 7, 2007",2007,5,7,126
12575,zmaz,john_saddington,"May 7, 2007",2007,5,7,126
12576,zmaz,grosguillaume,"May 7, 2007",2007,5,7,126
12577,zmaz,nicolagiacobbe,"May 7, 2007",2007,5,7,126
12578,zmaz,bastos,"May 7, 2007",2007,5,7,126
12579,zmaz,icantseeyou,"May 7, 2007",2007,5,7,126
12580,zmaz,winoffice,"May 7, 2007",2007,5,7,126
12581,zmaz,chewd,"May 7, 2007",2007,5,7,126
12582,zmaz,whit3hawk,"May 7, 2007",2007,5,7,126
12583,zmaz,kcobley,"May 7, 2007",2007,5,7,126
12584,zmaz,mcneiljohn,"May 7, 2007",2007,5,7,126
12585,zmaz,fuscob,"May 7, 2007",2007,5,7,126
12586,zmaz,olderthan,"May 7, 2007",2007,5,7,126
12587,ardor,ootleman,"May 5, 2007",2007,5,5,124
12588,ardor,robinjfisher,"May 5, 2007",2007,5,5,124
12589,ardor,john_saddington,"May 5, 2007",2007,5,5,124
12590,ardor,dell_admin1,"May 5, 2007",2007,5,5,124
12591,transit60,logi,"Jul 22, 2007",2007,7,22,202
12592,transit60,foxx,"Jul 25, 2007",2007,7,25,205
12593,transit60,pharmstudent,"May 13, 2007",2007,5,13,132
12594,transit60,kevintrooper,"May 11, 2007",2007,5,11,130
12595,transit60,caskade,"May 11, 2007",2007,5,11,130
12596,transit60,dankster,"May 12, 2007",2007,5,12,131
12597,transit60,fkr,"May 12, 2007",2007,5,12,131
12598,transit60,benjesuit,"Jul 11, 2007",2007,7,11,191
12599,transit60,billideastorm,"Jun 21, 2007",2007,6,21,171
12600,transit60,gossymer,"Jun 21, 2007",2007,6,21,171
12601,transit60,jervis961,"Jun 21, 2007",2007,6,21,171
12602,transit60,packof5,"Jun 21, 2007",2007,6,21,171
12603,transit60,virtuoso,"Jul 2, 2007",2007,7,2,182
12604,transit60,benjesuit,"Jul 2, 2007",2007,7,2,182
12605,transit60,ipaw,"Jul 2, 2007",2007,7,2,182
12606,transit60,drew08867,"Jul 2, 2007",2007,7,2,182
12607,transit60,kontithegreek,"Jul 22, 2007",2007,7,22,202
12608,transit60,badblood,"Jul 22, 2007",2007,7,22,202
12609,transit60,jervis961,"Jul 25, 2007",2007,7,25,205
12610,transit60,migizi,"Jul 25, 2007",2007,7,25,205
12611,ozzy_girl,agreer,"Jan 2, 2008",2008,1,2,366
12612,ozzy_girl,thebittersea,"Jan 2, 2008",2008,1,2,366
12613,ozzy_girl,jorge,"Jan 2, 2008",2008,1,2,366
12614,ozzy_girl,jervis961,"Jan 2, 2008",2008,1,2,366
12615,ozzy_girl,realskript,"Jan 2, 2008",2008,1,2,366
12616,ozzy_girl,michaelyork29,"Jan 2, 2008",2008,1,2,366
12617,ozzy_girl,krasmussen,"Jan 2, 2008",2008,1,2,366
12618,ozzy_girl,bryan14c,"Jan 7, 2008",2008,1,7,371
12619,ozzy_girl,bryan14c,"Jan 2, 2008",2008,1,2,366
12620,thomasp94,feeneyl,"Jan 5, 2009",2009,1,5,735
12621,thomasp94,grifter,"Feb 27, 2008",2008,2,27,422
12622,thomasp94,markj2k,"Feb 27, 2008",2008,2,27,422
12623,thomasp94,syrics06,"Feb 5, 2008",2008,2,5,400
12624,thomasp94,ajmukon,"Feb 13, 2008",2008,2,13,408
12625,thomasp94,pjeff,"Feb 27, 2008",2008,2,27,422
12626,thomasp94,croftki,"Feb 27, 2008",2008,2,27,422
12627,thomasp94,stormrider451,"Feb 27, 2008",2008,2,27,422
12628,thomasp94,yesmathew,"Apr 16, 2008",2008,4,16,471
12629,thomasp94,masterr,"Apr 16, 2008",2008,4,16,471
12630,thomasp94,bundy88,"Apr 16, 2008",2008,4,16,471
12631,thomasp94,gear,"Apr 16, 2008",2008,4,16,471
12632,thomasp94,falbert,"Jun 24, 2008",2008,6,24,540
12633,thomasp94,QuiquePR,"Jan 5, 2009",2009,1,5,735
12634,thomasp94,badblood,"Jan 5, 2009",2009,1,5,735
12635,thomasp94,badblood,"Jan 5, 2009",2009,1,5,735
12636,thomasp94,Foolster,"Jan 5, 2009",2009,1,5,735
12637,thomasp94,tia,"Jan 5, 2009",2009,1,5,735
12638,thomasp94,jervis961,"Jan 5, 2009",2009,1,5,735
12639,thomasp94,micksta,"Jan 5, 2009",2009,1,5,735
12640,pschulz01,s3indiana,"Dec 1, 2007",2007,12,1,334
12641,pschulz01,spm,"Mar 6, 2007",2007,3,6,64
12642,pschulz01,tho.meier,"May 17, 2007",2007,5,17,136
12643,pschulz01,lucabrivio,"May 17, 2007",2007,5,17,136
12644,pschulz01,glynmoody,"Mar 6, 2007",2007,3,6,64
12645,pschulz01,nekrobyte,"May 17, 2007",2007,5,17,136
12646,pschulz01,ergo,"Jun 6, 2007",2007,6,6,156
12647,pschulz01,thebittersea,"Dec 1, 2007",2007,12,1,334
12648,pschulz01,rajeevbhatta,"Dec 1, 2007",2007,12,1,334
12649,pschulz01,tekhawk,"Dec 1, 2007",2007,12,1,334
12650,pschulz01,jervis961,"Dec 1, 2007",2007,12,1,334
12651,pschulz01,jervis961,"Dec 1, 2007",2007,12,1,334
12652,pschulz01,badblood,"Dec 1, 2007",2007,12,1,334
12653,pschulz01,upstaked,"Dec 1, 2007",2007,12,1,334
12654,pschulz01,phubert,"Dec 1, 2007",2007,12,1,334
12655,pschulz01,piratehead,"Dec 1, 2007",2007,12,1,334
12656,pschulz01,phubert,"Dec 1, 2007",2007,12,1,334
12657,pschulz01,dpic,"Dec 1, 2007",2007,12,1,334
12658,ricardoramirezj,agreer,"Dec 16, 2007",2007,12,16,349
12659,ricardoramirezj,dhart,"Dec 16, 2007",2007,12,16,349
12660,ricardoramirezj,robinjfisher,"Dec 16, 2007",2007,12,16,349
12661,ricardoramirezj,s3indiana,"Dec 16, 2007",2007,12,16,349
12662,ricardoramirezj,thebittersea,"Dec 16, 2007",2007,12,16,349
12663,ricardoramirezj,winoffice,"Dec 16, 2007",2007,12,16,349
12664,ricardoramirezj,rajeevbhatta,"Dec 16, 2007",2007,12,16,349
12665,ricardoramirezj,tekhawk,"Dec 16, 2007",2007,12,16,349
12666,ricardoramirezj,jervis961,"Dec 16, 2007",2007,12,16,349
12667,ricardoramirezj,badblood,"Dec 16, 2007",2007,12,16,349
12668,ricardoramirezj,realskript,"Dec 16, 2007",2007,12,16,349
12669,ricardoramirezj,tonyb2006,"Dec 16, 2007",2007,12,16,349
12670,ricardoramirezj,upstaked,"Dec 16, 2007",2007,12,16,349
12671,pattyboy,phubert,"Jan 29, 2008",2008,1,29,393
12672,pattyboy,hdrews,"Jan 2, 2008",2008,1,2,366
12673,pattyboy,realskript,"Dec 19, 2007",2007,12,19,352
12674,pattyboy,jervis961,"Dec 19, 2007",2007,12,19,352
12675,pattyboy,dgweh,"Dec 19, 2007",2007,12,19,352
12676,pattyboy,babymoore3,"Dec 28, 2007",2007,12,28,361
12677,pattyboy,jervis961,"Dec 19, 2007",2007,12,19,352
12678,ajmukon,rr,"Mar 11, 2009",2009,3,11,800
